Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,B.cells,NK.cells
LILRA5,1.9,3.4,1.4,1.4,1.3,3.2
LILRA6,40.1,40.5,634.6,1100.7,50.9,24.2
LILRB1,8.7,61.2,754.8,1050.0,132.6,32.1
LILRB2,8.0,4.2,2779.0,3487.4,12.4,12.5
LILRB3,5.2,6.0,1451.0,3040.8,8.4,23.9
LILRB4,2.0,1.2,10.7,10.1,8.2,3.7
LILRB5,9.1,10.2,15.1,2.4,2.7,1.4
LILRP2,6.3,1.2,24.9,30.5,0.9,21.3
LIM2,5.3,36.7,23.1,6.1,2.9,106.7
LIMA1,14.4,21.5,1.3,0.9,24.0,13.0
LIMCH1,0.4,0.6,2.6,0.9,1.0,1.8
LIMD1,0.5,2.6,2.2,6.4,14.8,2.3
LIMD1-AS1,26.9,51.9,40.3,47.1,53.7,56.6
LIMD2,112.2,121.3,124.7,205.1,173.9,123.2
LIME1,321.3,312.1,32.6,30.8,229.1,234.8
LIMK1,1.8,3.6,1.7,3.8,2.4,3.5
LIMK2,15.7,5.1,16.8,255.5,28.5,13.1
LIMS1,132.2,13.5,13.5,14.8,26.5,19.4
LIMS2,63.4,45.5,13.8,31.8,65.1,24.6
LIMS3,68.5,25.1,30.4,14.2,34.7,30.5
LIMS3-LOC440895,1.3,1.3,1.1,1.7,2.0,0.5
LIMS3L,68.5,25.1,30.4,14.2,34.7,30.5
LIN28A,1.8,1.3,1.8,4.3,4.0,0.4
LIN28B,10.8,4.4,3.8,3.5,13.6,12.3
LIN37,4.0,2.7,2.4,3.1,2.0,3.9
LIN52,173.4,190.7,111.5,54.5,174.2,152.7
LIN54,63.3,30.8,30.2,51.5,46.2,64.2
LIN7A,0.4,0.5,36.3,228.2,0.2,1.2
LIN7B,65.2,61.3,47.0,3.7,70.5,45.8
LIN7C,118.7,85.1,211.4,58.5,63.4,122.7
LIN9,2.1,2.2,1.3,1.0,3.8,3.0
LINC-PINT,2.8,5.9,1.2,3.4,1.5,14.1
LINC00028,3.0,5.9,1.4,3.4,2.8,1.8
LINC00029,11.3,12.4,13.6,17.0,11.0,30.9
LINC00032,1.3,7.9,3.6,0.5,2.2,5.8
LINC00051,3.3,0.8,3.6,3.3,3.2,10.6
LINC00052,1.2,13.1,18.4,16.8,17.2,8.4
LINC00086,26.2,12.6,0.8,2.8,3.6,5.7
LINC00087,26.2,12.6,10.4,2.8,19.3,5.7
LINC00092,15.5,66.5,14.3,16.2,28.8,69.4
LINC00094,179.1,173.6,70.4,18.4,212.9,116.0
LINC00102,1.2,0.7,0.7,0.6,5.1,0.6
LINC00106,62.9,59.0,59.4,16.0,96.3,57.9
LINC00112,2.8,21.3,9.0,8.9,6.0,3.4
LINC00113,13.7,21.1,1.9,20.2,18.4,11.3
LINC00115,55.2,82.8,41.8,52.3,68.1,123.7
LINC00116,283.4,308.1,212.1,31.8,249.1,210.2
LINC00152,29.5,39.4,19.9,66.3,30.2,55.9
LINC00158,12.9,1.0,2.0,16.2,1.9,5.4
LINC00161,0.6,3.3,8.2,2.1,7.2,3.8
LINC00162,3.0,8.3,6.0,3.7,2.9,10.8
LINC00163,5.6,26.0,1.9,4.6,20.6,22.3
LINC00165,9.0,8.4,16.3,5.7,19.2,12.7
LINC00167,9.1,11.2,15.9,9.9,0.7,7.0
LINC00173,11.0,2.3,19.8,129.2,55.9,1.0
LINC00174,4.7,13.9,7.0,1.0,13.6,9.2
LINC00176,12.0,16.7,13.1,14.5,2.7,10.3
LINC00184,10.8,14.3,15.7,24.8,28.0,2.0
LINC00189,1.3,1.2,12.2,14.7,1.3,0.5
LINC00202-1,40.3,45.7,17.0,32.0,38.9,48.4
LINC00202-2,40.6,39.8,49.7,50.7,29.1,44.2
LINC00205,9.7,5.6,15.0,20.3,28.8,33.2
LINC00208,16.6,30.4,8.0,26.3,45.5,21.4
LINC00210,1.8,3.7,2.9,6.2,2.8,2.2
LINC00216,21.4,17.7,22.9,12.8,25.6,9.9
LINC00221,10.6,20.3,0.5,14.0,16.1,20.2
LINC00226,2.0,3.0,3.6,4.5,13.4,3.6
LINC00238,0.5,0.6,0.6,1.5,0.3,0.4
LINC00240,4.3,5.2,0.6,16.7,6.1,1.8
LINC00242,0.9,8.6,1.2,0.7,6.0,1.2
LINC00244,25.3,2.6,21.6,10.3,5.2,14.5
LINC00254,0.6,11.9,4.6,3.5,15.7,15.4
LINC00260,97.8,105.3,9.5,58.8,45.0,195.5
LINC00261,2.4,2.1,1.2,2.3,1.0,0.7
LINC00263,23.9,9.8,8.6,5.1,24.6,12.6
LINC00265,11.4,3.4,4.4,28.8,5.1,3.1
LINC00266-1,41.7,27.3,23.9,66.3,3.7,35.5
LINC00269,2.2,2.0,1.9,5.4,3.0,1.2
LINC00271,7.2,1.7,2.4,2.1,1.3,10.6
LINC00276,0.4,3.7,0.9,8.7,0.9,0.5
LINC00277,1.1,22.7,2.0,2.6,2.0,6.4
LINC00280,18.3,2.8,1.1,0.8,2.3,4.2
LINC00282,109.1,104.5,10.5,151.5,7.5,2.7
LINC00284,0.9,0.8,0.4,9.2,0.7,0.6
LINC00290,1.1,7.8,2.3,13.9,1.8,12.1
LINC00293,1.5,12.3,2.3,1.2,3.8,5.3
LINC00294,259.5,259.1,192.0,79.2,198.5,260.8
LINC00298,10.4,13.1,3.6,7.2,7.1,22.1
LINC00299,9.9,10.7,25.6,14.1,2.6,17.9
LINC00301,0.3,0.3,0.9,3.9,0.8,1.1
LINC00302,2.2,1.1,1.0,1.7,2.2,2.2
LINC00304,0.8,0.5,0.8,2.6,0.8,1.0
LINC00305,0.9,10.0,3.4,1.7,8.2,0.7
LINC00307,2.6,4.3,1.6,7.1,2.2,5.8
LINC00308,1.7,3.2,1.5,2.2,1.1,0.9
LINC00309,1.7,1.2,0.4,2.3,4.5,9.0
LINC00310,0.8,1.7,1.9,1.9,3.6,2.3
LINC00311,9.6,12.5,8.7,3.1,4.9,5.1
LINC00312,11.3,18.9,1.5,1.6,21.9,5.1
LINC00313,2.3,1.8,1.4,1.9,1.2,4.1
LINC00314,1.8,5.5,0.2,0.2,0.3,6.3
LINC00315,34.6,21.5,12.5,34.4,20.2,54.6
LINC00317,10.3,6.0,3.6,4.8,15.2,21.1
LINC00319,0.8,1.6,17.6,4.0,1.2,1.5
LINC00320,2.2,2.3,3.0,0.4,0.5,1.9
LINC00323,3.8,3.1,0.4,1.2,12.0,3.6
LINC00324,705.8,525.4,821.3,506.8,511.2,218.8
LINC00326,13.0,14.9,12.0,11.4,27.0,21.6
LINC00327,1.2,2.5,0.9,1.3,5.5,1.9
LINC00328,6.3,0.8,2.2,7.6,19.0,6.7
LINC00330,6.3,3.0,4.5,27.0,13.3,5.1
LINC00334,3.4,2.9,3.3,3.5,4.6,1.4
LINC00337,0.8,1.7,0.8,0.9,10.3,0.7
LINC00339,383.2,457.8,289.6,52.3,197.0,349.2
LINC00341,1241.4,875.3,701.9,291.9,1656.5,268.1
LINC00342,169.0,134.9,15.1,8.3,139.2,146.2
LINC00343,4.8,16.3,2.6,17.8,13.1,5.8
LINC00347,1.9,12.9,0.9,1.7,1.4,3.0
LINC00348,11.1,16.1,3.1,9.0,12.4,14.8
LINC00354,3.0,9.6,1.2,2.4,16.7,1.8
LINC00355,0.4,7.7,0.5,3.4,1.6,5.2
LINC00358,21.0,1.0,6.7,10.7,0.6,0.3
LINC00382,1.0,6.7,2.2,9.6,5.6,14.4
LINC00396,2.2,2.0,0.4,2.4,2.9,1.4
LINC00403,0.4,0.6,1.1,16.0,1.1,0.6
LINC00408,1.0,0.6,1.9,0.8,0.3,1.3
LINC00410,6.7,2.3,1.3,1.4,5.7,2.1
LINC00415,6.7,2.6,5.2,10.4,4.6,4.8
LINC00417,8.8,17.0,10.3,3.5,15.3,12.6
LINC00421,5.0,21.1,9.1,19.3,2.1,1.6
LINC00423,15.1,12.9,19.9,21.1,14.5,19.5
LINC00424,2.7,12.0,6.9,11.1,2.2,13.3
LINC00427,14.0,0.8,19.6,21.6,14.5,21.4
LINC00441,11.2,0.4,0.9,1.6,1.3,13.8
LINC00445,15.6,3.1,17.3,4.9,2.9,2.1
LINC00452,31.1,30.7,42.0,8.6,4.2,24.9
LINC00454,6.1,3.0,13.5,11.7,10.8,3.3
LINC00458,0.7,1.1,1.5,0.6,1.1,0.4
LINC00459,1.1,22.5,8.9,17.8,5.3,20.3
LINC00460,1.2,3.1,2.3,2.4,2.7,1.6
LINC00461,1.4,7.2,1.2,1.1,5.0,2.9
LINC00462,7.5,13.6,12.7,16.7,2.8,4.2
LINC00463,13.4,19.1,8.3,18.9,16.5,11.8
LINC00466,14.6,17.9,9.9,20.8,26.8,12.0
LINC00467,36.3,36.9,57.4,13.7,100.8,71.7
LINC00470,0.8,2.6,1.6,1.8,1.1,5.2
LINC00471,1.3,1.4,11.0,0.8,4.9,1.4
LINC00472,0.2,0.4,0.8,0.5,1.5,1.2
LINC00473,10.9,13.2,13.1,16.9,1.2,11.1
LINC00474,0.5,1.1,1.9,0.9,0.5,1.2
LINC00475,1.7,2.0,1.1,1.4,1.3,1.1
LINC00476,2.9,2.8,1.8,2.6,1.6,1.8
LINC00477,8.3,3.5,3.8,11.7,14.4,2.0
LINC00478,0.5,1.4,1.5,1.0,6.5,1.4
LINC00479,9.1,18.4,2.1,21.8,21.5,3.9
LINC00482,11.8,29.1,20.8,4.1,23.5,14.3
LINC00483,13.6,0.9,0.3,0.7,15.0,1.5
LINC00485,5.9,5.6,0.2,0.4,4.0,0.2
LINC00486,0.4,1.1,1.2,5.6,0.5,1.3
LINC00487,0.9,11.6,0.6,2.0,5.2,1.9
LINC00488,0.5,7.1,0.6,14.4,1.2,2.3
LINC00491,0.9,1.3,1.3,0.8,2.0,1.4
LINC00493,1983.1,1790.4,2132.1,1643.5,1862.7,1371.8
LINC00494,2.4,2.2,2.5,4.7,143.4,1.6
LINC00504,1.4,0.6,7.4,7.2,3.7,10.8
LINC00507,2.0,0.5,0.6,1.1,1.0,6.9
LINC00511,11.2,2.7,0.9,4.1,1.0,10.0
LINC00514,1.7,1.5,1.4,1.6,1.0,10.4
LINC00515,15.6,28.0,5.5,9.2,20.6,13.7
LINC00518,0.5,0.8,0.4,0.7,1.5,0.5
LINC00520,5.6,25.1,47.1,26.5,5.1,11.7
LINC00521,0.4,3.1,0.5,0.7,0.7,1.9
LINC00523,31.8,30.6,64.2,47.3,47.2,27.8
LINC00525,15.6,5.0,10.1,2.5,9.6,7.0
LINC00526,123.0,129.5,82.5,19.0,113.6,141.7
LINC00527,3.5,7.5,2.2,3.8,2.3,8.5
LINC00528,129.3,93.6,178.7,503.8,105.8,148.1
LINC00529,1.8,0.9,9.0,2.0,0.9,2.2
LINC00535,10.5,6.2,6.1,9.6,10.7,4.2
LINC00536,8.0,2.3,17.8,1.4,12.3,17.1
LINC00537,36.4,79.3,34.1,38.2,56.4,23.7
LINC00540,23.4,17.1,1.0,7.3,32.9,8.5
LINC00543,3.5,1.2,1.9,0.8,0.8,0.4
LINC00544,20.7,13.2,1.5,4.5,12.6,2.0
LINC00545,1.1,1.8,1.7,15.7,7.2,2.7
LINC00550,0.9,8.6,4.9,7.7,1.3,6.8
LINC00551,8.4,0.6,0.3,11.6,5.1,6.1
LINC00555,7.9,5.0,2.5,2.0,16.5,9.8
LINC00556,19.9,0.9,9.9,2.0,2.0,0.7
LINC00557,9.6,1.1,0.5,15.6,8.7,21.3
LINC00558,1.1,0.4,0.9,4.9,0.4,3.6
LINC00559,0.3,0.8,0.7,0.6,1.3,0.6
LINC00560,1.4,1.1,1.7,6.4,0.7,3.8
LINC00561,0.5,4.4,3.1,11.4,6.8,14.7
LINC00563,9.4,31.4,10.6,25.4,3.6,1.3
LINC00564,0.8,3.3,0.3,5.7,0.5,2.7
LINC00565,133.7,95.7,19.4,38.2,29.3,101.9
LINC00566,0.8,0.4,1.5,2.6,4.0,1.6
LINC00567,4.4,4.1,10.7,0.8,19.7,1.5
LINC00572,24.8,27.3,6.8,31.6,15.4,18.4
LINC00574,1.0,2.3,2.6,7.0,2.5,1.6
LINC00577,4.4,5.2,2.6,15.0,18.7,10.2
LINC00582,21.6,16.4,17.8,27.2,51.6,20.9
LINC00587,2.6,2.6,1.7,0.9,2.0,5.1
LINC00588,0.6,1.9,3.8,0.6,0.7,0.4
LINC00589,2.6,3.6,1.3,1.5,1.2,0.9
LINC00592,1.0,16.1,0.7,1.9,1.6,2.4
LINC00593,0.8,9.0,1.1,3.7,2.8,2.3
LINC00595,15.4,23.6,21.2,4.8,25.1,21.8
LINC00597,23.2,42.1,30.1,2.6,78.0,104.9
LINC00598,1.9,1.3,1.8,1.1,5.5,8.1
LINC00599,5.3,8.5,3.5,2.4,34.7,14.1
LINC00605,28.0,41.5,32.3,4.4,26.0,27.6
LINC00606,2.8,0.2,0.3,6.7,1.0,0.7
LINC00607,1.1,3.3,0.8,1.7,1.6,8.2
LINC00608,0.5,7.5,1.9,0.5,0.4,1.1
LINC00610,26.2,18.7,12.2,8.2,1.3,6.7
LINC00612,9.7,8.6,5.5,19.9,2.1,15.1
LINC00615,0.7,1.6,5.6,2.8,0.6,0.7
LINC00616,0.4,6.3,0.9,0.6,0.9,8.3
LINC00619,0.7,0.6,0.5,1.4,6.3,3.1
LINC00620,1.1,0.9,0.8,1.9,1.7,1.3
LINC00621,581.2,668.8,624.4,89.3,596.1,586.3
LINC00622,0.8,1.0,83.6,34.0,5.8,6.2
LINC00623,1253.1,1688.3,596.1,1437.9,811.5,2398.6
LINC00624,1.4,1.0,4.5,2.6,0.7,6.6
LINC00626,5.3,4.4,0.7,9.5,2.2,5.7
LINC00628,2.5,5.2,4.9,16.0,3.5,8.8
LINC00629,28.8,22.8,9.9,15.0,7.1,25.2
LINC00630,3.9,3.2,1.1,2.0,2.4,0.8
LINC00632,12.8,15.5,6.6,0.9,9.4,12.2
LINC00635,10.8,7.7,10.1,3.2,1.1,4.5
LINC00636,6.7,19.5,15.0,18.5,28.6,16.5
LINC00638,48.4,47.2,21.0,21.5,29.2,22.0
LINC00639,2.2,2.0,11.3,88.8,3.1,11.8
LINC00641,1.3,2.6,1.1,2.9,2.8,6.7
LINC00642,6.5,1.2,1.6,0.8,1.3,9.3
LINC00643,4.9,4.7,0.7,0.5,1.1,4.0
LINC00644,0.9,11.0,0.3,1.6,1.0,8.3
LINC00645,8.0,0.9,1.3,0.6,11.4,10.6
LINC00648,2.9,7.0,1.8,0.6,0.7,0.9
LINC00652,4.1,2.8,2.2,1.5,8.4,3.7
LINC00654,2.2,5.3,3.0,26.0,1.0,0.9
LINC00656,28.0,16.0,18.0,33.2,1.5,7.7
LINC00657,268.6,195.7,307.2,81.7,124.3,142.4
LINC00658,0.5,3.9,16.4,1.4,3.7,2.8
LINC00659,1.0,3.8,3.9,3.5,3.1,3.0
LINC00661,1.1,1.9,3.7,1.0,3.1,0.6
LINC00662,37.4,48.4,15.9,14.0,38.8,31.6
LINC00663,10.4,8.2,2.1,3.4,0.7,9.9
LINC00664,0.8,0.6,1.2,1.4,2.0,2.1
LINC00665,1.9,10.8,1.8,2.0,6.0,9.7
LINC00667,71.0,48.4,54.0,4.6,64.0,71.4
LINC00668,0.4,5.2,13.6,22.2,1.5,2.7
LINC00669,1.7,13.1,7.0,14.9,5.6,1.0
LINC00671,3.0,3.5,2.2,3.5,6.2,1.4
LINC00672,121.4,95.7,41.5,160.0,100.8,101.5
LINC00673,1.5,2.7,0.9,4.1,1.0,5.1
LINC00674,38.4,17.3,1.1,3.9,8.1,21.2
LINC00675,1.3,4.3,1.4,4.0,2.5,4.6
LINC00682,5.9,7.7,1.8,11.1,3.5,14.4
LINC00684,2.1,2.1,2.0,1.5,1.4,3.5
LINC00685,73.0,72.5,42.1,6.7,109.0,69.5
LINC00687,0.7,1.1,1.1,1.5,3.7,2.2
LINC00689,2.0,4.5,1.5,11.9,0.8,1.8
LINC00690,0.7,1.9,3.1,0.8,1.7,1.5
LINC00691,17.6,17.8,12.8,1.8,10.3,18.4
LINC00692,0.4,0.6,1.0,1.0,1.1,10.2
LINC00698,17.7,19.6,7.8,13.7,3.3,1.0
LINC00700,1.8,1.3,1.6,1.3,18.8,2.2
LINC00702,4.1,3.3,1.6,13.5,10.5,16.3
LINC00703,1.4,1.4,8.9,1.3,1.1,10.8
LINC00705,2.4,26.1,5.1,19.8,27.7,17.0
LINC00708,1.2,13.5,13.0,6.7,6.9,3.8
LINC00710,0.5,0.8,1.5,0.4,1.0,1.3
LINC00824,17.8,3.2,2.5,0.9,3.9,2.5
LINC00836,0.5,0.6,5.8,1.1,0.5,1.1
LINC00837,3.0,1.3,0.8,0.8,10.7,0.2
LINC00838,3.9,16.7,10.3,4.3,11.5,2.4
LINC00839,0.8,1.5,1.2,6.2,13.9,1.6
LINC00841,24.9,2.6,6.0,22.9,1.5,14.0
LINC00842,0.8,0.6,0.8,1.3,0.6,1.6
LINC00844,0.4,3.1,5.0,0.4,0.2,0.8
LINC00845,9.3,3.7,12.6,2.9,0.9,5.4
LINC00847,206.3,229.4,159.4,60.0,209.5,158.5
LINC00849,369.1,308.0,202.6,118.3,359.3,371.6
LINC00851,2.2,4.2,5.4,7.3,3.9,8.3
LINC00852,19.4,33.4,16.4,23.0,37.8,55.5
LINC00853,11.2,1.8,3.2,0.9,4.7,0.5
LINC00856,17.8,15.1,16.7,31.1,23.6,14.0
LINC00857,2.8,16.8,17.2,2.2,22.5,2.6
LINC00858,1.3,13.2,2.7,1.9,18.6,13.8
LINC00862,0.6,1.6,1.2,16.9,2.6,1.9
LINC00865,103.8,64.8,58.3,62.1,72.3,43.4
LINC00867,9.4,10.2,6.4,6.8,14.1,7.2
LINC00868,5.3,14.9,29.2,40.0,18.9,28.5
LINC00869,10.0,13.3,0.8,20.9,7.2,34.9
LINC00870,1.3,2.3,1.5,2.0,1.0,14.1
LINC00877,18.5,2.1,82.6,171.9,1.3,2.4
LINC00879,1.5,1.5,8.6,1.0,6.0,0.7
LINC00880,4.4,17.8,1.0,2.0,15.8,6.4
LINC00881,1.4,10.3,1.0,6.5,15.9,0.9
LINC00882,2.7,4.9,11.8,14.5,13.9,7.3
LINC00883,6.6,16.9,1.6,5.7,19.6,7.5
LINC00884,10.9,2.7,13.7,3.8,3.9,1.0
LINC00886,1.8,16.1,25.6,31.1,45.2,26.0
LINC00887,10.1,6.7,16.6,2.9,22.8,2.0
LINC00888,46.7,80.6,65.1,2.2,191.2,204.0
LINC00889,5.7,0.9,1.2,8.6,7.6,4.5
LINC00892,33.9,6.9,2.1,14.6,5.3,2.7
LINC00893,15.4,14.8,3.8,5.5,3.7,5.9
LINC00894,2.0,4.1,2.3,1.8,2.7,3.0
LINC00895,6.4,1.1,0.9,0.9,0.5,0.9
LINC00896,22.9,22.4,23.0,25.1,22.0,10.4
LINC00899,3.6,1.1,7.0,7.9,9.7,7.3
LINC00900,0.4,11.4,1.0,8.6,1.0,0.7
LINC00901,1.0,0.8,0.4,6.5,1.0,0.3
LINC00905,16.7,15.0,5.5,21.9,27.9,18.3
LINC00906,1.7,2.9,3.0,1.5,0.9,4.2
LINC00907,1.7,0.8,0.5,0.9,0.3,2.5
LINC00908,1.2,1.9,2.5,3.6,2.0,4.6
LINC00909,503.7,502.9,243.9,320.2,609.3,623.6
LINC00910,2.0,1.6,1.8,1.3,3.3,1.6
LINC00911,4.1,8.2,20.5,15.3,11.0,9.1
LINC00917,1.1,12.9,3.4,0.6,1.6,8.2
LINC00919,30.0,22.0,17.7,4.5,2.8,14.2
LINC00920,79.6,44.1,3.9,4.1,5.4,27.0
LINC00921,14.1,21.8,14.1,4.2,59.3,30.3
LINC00922,4.0,4.2,9.6,16.8,1.8,3.2
LINC00923,1.0,1.1,0.9,4.6,11.7,5.0
LINC00924,1.3,10.0,4.3,0.8,1.9,3.3
LINC00925,1.6,2.0,2.5,2.8,2.1,2.1
LINC00926,1.8,15.0,18.8,11.6,2253.6,18.9
LINC00927,3.1,7.3,3.4,5.9,2.1,2.2
LINC00928,3.5,1.3,3.4,2.5,5.9,2.9
LINC00929,2.4,1.0,1.0,1.0,1.0,0.8
LINC00930,17.7,33.6,3.0,40.4,36.0,19.0
LINC00933,12.8,5.8,3.2,1.1,6.0,12.8
LINC00934,3.2,2.4,1.3,1.9,2.2,2.8
LINC00935,0.7,0.8,1.9,0.8,5.8,1.6
LINC00936,502.0,606.9,4001.1,3363.2,887.8,687.6
LINC00937,2.7,1.7,37.7,23.5,2.0,9.2
LINC00938,1.1,8.8,0.8,1.1,1.2,1.5
LINC00939,1.2,0.9,1.6,1.5,1.6,2.5
LINC00942,0.5,1.9,1.4,4.0,0.9,1.2
LINC00943,16.9,12.5,3.0,3.0,3.0,10.4
LINC00944,12.9,18.0,1.6,0.5,1.2,15.0
LINC00948,9.5,8.1,4.7,2.6,9.6,1.1
LINC00950,5.3,15.8,1.1,1.9,1.8,1.0
LINC00951,15.6,28.3,14.6,22.3,8.4,21.2
LINC00954,156.7,114.6,36.7,38.1,88.6,108.3
LINC00955,4.5,14.7,5.2,5.8,5.7,8.7
LINC00957,46.8,29.6,36.1,53.9,19.6,20.9
LINC00958,8.7,32.2,11.8,17.7,25.0,2.4
LINC00959,160.9,207.3,60.7,0.7,148.2,153.8
LINC00960,0.9,5.9,4.7,2.4,0.5,1.1
LINC00961,5.3,23.6,7.6,23.5,20.4,9.0
LINC00963,30.1,15.4,144.9,151.9,0.9,5.1
LINC00964,13.4,10.8,0.8,3.4,1.8,5.9
LINC00965,50.5,60.8,11.4,4.1,31.9,25.2
LINC00967,14.9,13.8,0.8,10.4,1.6,1.0
LINC00968,15.0,2.6,188.9,27.4,2.0,2.2
LINC00969,107.4,100.5,36.4,36.0,56.2,40.1
LINC00970,1.5,1.8,14.3,7.8,14.3,8.9
LINC00973,2.3,0.5,0.5,3.9,0.6,5.2
LINC00982,1.5,1.0,1.5,0.8,0.8,2.2
LINC00984,73.7,53.9,405.6,207.9,30.5,110.6
LINC00992,1.7,2.2,17.6,3.3,3.9,0.6
LINC00993,18.6,12.5,1.4,1.2,1.8,2.6
LINC00996,9.6,11.2,8.6,2.4,88.9,124.7
LINC00997,0.7,1.6,1.6,0.4,3.3,4.9
LINC00998,351.9,389.1,308.1,12.6,223.5,226.9
LINC01000,139.1,122.8,87.7,642.9,96.4,105.6
LINC01001,3.1,2.4,31.2,125.0,5.7,38.4
LINC01002,377.4,397.1,1292.0,6519.9,446.9,353.5
LINC01003,448.2,552.7,668.1,414.1,380.2,782.0
LINC01004,1.1,2.2,2.2,14.7,2.6,3.2
LINC01006,1.3,6.6,6.7,17.5,8.4,3.0
LINC01007,11.3,20.2,7.2,5.8,5.9,15.2
LINC01010,2.0,1.7,1.7,4.3,1.6,1.9
LINC01012,16.9,15.0,4.6,5.0,18.8,8.0
LINC01013,0.7,0.5,1.4,1.8,19.5,10.4
LINC01015,27.6,1.7,1.8,11.1,4.0,1.9
LINC01016,0.9,0.6,1.0,0.4,0.8,2.5
LINC01018,2.3,5.5,1.2,0.8,9.0,2.7
LINC01019,16.3,5.6,3.0,1.8,10.3,9.0
LINC01020,2.3,1.3,1.3,1.1,0.9,1.0
LINC01021,0.2,0.4,6.0,3.0,2.9,11.4
LINC01023,1.2,8.3,20.8,2.6,3.9,18.1
LINC01029,12.3,5.4,1.6,1.5,1.3,14.9
LINC01049,15.5,30.4,34.3,34.1,33.3,28.3
LINC01056,1.7,1.5,1.9,1.5,2.1,2.9
LINC01057,5.9,2.1,7.2,2.4,5.7,1.6
LINC01061,31.8,61.5,24.9,143.3,94.4,132.5
LINC01069,1.0,2.3,1.8,4.4,1.2,4.3
LINC01082,2.4,3.1,1.8,2.0,12.0,1.7
LINC01085,2.4,1.9,1.7,0.9,4.2,2.8
LINC01087,3.3,4.2,3.4,5.0,0.9,8.3
LINC01088,0.4,0.8,0.8,1.2,0.3,4.0
LINC01089,8.0,2.9,0.9,7.9,3.8,6.1
LINC01091,5.1,15.0,13.8,29.9,0.5,3.5
LINC01093,16.0,22.1,15.9,86.4,12.6,19.0
LINC01094,0.5,0.5,115.9,228.8,0.9,0.9
LINC01095,1.5,11.0,9.2,11.4,8.3,1.6
LINC01096,21.1,4.7,3.5,10.7,11.8,0.7
LINC01097,1.6,0.4,7.1,0.6,0.8,0.8
LINC01098,0.8,0.6,2.3,15.4,5.2,9.7
LINC01101,2.5,25.9,3.9,1.6,5.9,8.2
LINC01102,2.5,3.0,1.6,1.9,9.8,6.6
LINC01103,0.8,1.3,2.0,5.4,2.0,1.5
LINC01104,2.2,1.9,0.4,0.9,1.2,1.8
LINC01105,0.7,1.3,2.6,5.1,0.3,0.6
LINC01106,0.7,1.4,1.5,2.6,0.4,0.9
LINC01107,8.9,7.2,2.3,13.6,13.9,6.3
LINC01111,10.9,8.4,24.7,5.6,12.6,24.9
LINC01114,5.6,3.8,1.5,3.5,3.7,2.0
LINC01115,2.5,1.1,0.7,8.7,9.1,1.0
LINC01116,1.0,1.4,1.2,1.1,5.2,1.9
LINC01118,4.5,14.0,1.3,2.3,1.5,1.0
LINC01119,3.9,3.5,3.7,16.1,17.9,10.7
LINC01120,0.9,1.9,1.9,1.8,0.6,2.2
LINC01121,3.4,4.2,16.7,6.0,11.6,1.6
LINC01122,2.9,1.8,2.0,2.4,3.9,3.2
LINC01123,0.7,1.4,1.5,2.6,0.4,0.9
LINC01125,7.2,1.5,1.0,1.7,2.5,15.2
LINC01126,6.0,12.6,14.8,31.7,13.8,18.7
LINC01127,1.5,1.3,164.1,717.5,1.6,2.4
LINC01128,6.4,15.0,2.6,0.5,1.9,12.3
LINC01133,0.5,1.4,0.5,1.8,0.8,0.9
LINC01134,15.8,12.3,27.6,8.0,13.0,9.0
LINC01136,31.3,37.0,24.1,58.8,39.2,33.2
LINC01137,31.9,62.9,9.6,31.4,2.6,64.6
LINC01138,3.5,1.7,0.7,9.9,10.7,1.3
LINC01139,1.7,1.6,7.7,10.0,8.2,0.4
LINC01140,15.1,21.9,21.7,8.6,3.6,8.9
LINC01141,13.1,25.5,9.4,2.8,33.1,25.4
LINC01142,16.4,8.9,2.2,3.7,3.6,2.4
LINC01144,2.7,7.0,1.3,29.1,5.9,2.9
LINC01146,0.9,6.7,0.6,0.2,0.1,22.3
LINC01149,1.7,2.7,1.8,25.1,2.3,5.7
LINC01153,9.0,8.2,0.8,1.2,1.5,15.0
LINC01158,6.0,28.4,12.5,5.4,4.8,15.1
LINC01159,1.8,21.6,9.8,1.6,18.8,2.0
LINC01165,5.3,13.0,9.5,40.9,29.3,20.5
LINC01169,1.8,10.1,11.1,14.2,1.3,6.0
LINC01180,1.9,2.7,1.2,5.1,1.9,0.7
LINC01181,13.3,21.0,2.9,4.3,12.6,13.4
LINC01184,1.0,3.8,1.3,0.8,3.1,0.6
LINC01186,3.5,12.2,11.7,10.9,16.5,10.5
LINC01187,10.1,12.6,5.9,11.8,6.3,16.6
LINC01189,12.8,6.6,8.0,0.6,4.4,17.6
LINC01191,0.5,1.1,0.9,2.1,1.1,1.3
LINC01192,4.0,1.6,2.7,4.1,12.0,5.4
LINC01197,2.3,11.5,15.6,9.2,1.3,0.3
LINC01204,1.0,1.7,0.8,1.6,3.7,3.4
LINC01206,0.6,4.3,0.7,2.2,1.5,2.3
LINC01207,4.1,1.0,5.7,8.3,12.7,12.3
LINC01208,20.4,16.3,24.5,9.0,22.1,5.2
LINC01209,0.5,0.6,0.6,0.9,0.6,0.4
LINC01210,4.1,9.2,1.3,0.7,1.7,6.0
LINC01212,0.5,21.9,0.5,1.3,2.4,0.3
LINC01213,3.0,11.8,11.9,28.9,8.9,18.4
LINC01214,1.9,3.5,10.7,2.0,2.2,1.4
