Gene Symbol,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9
AC083843.1,5.193456076,5.37919859,4.973996756,4.996374182,5.069555015,5.237353655,5.518418202,4.904553417,5.328073556,5.291793457
AC083949.1,10.76980973,10.85138979,10.71345626,11.17536505,10.79452162,10.66318734,10.92892715,10.67560001,11.02822502,10.67539217
AC084219.3,5.487020471,6.098380307,4.513079614,5.095902529,5.197135596,5.483396633,5.212786594,4.936740087,5.760258448,5.622070718
AC087501.1,4.870979754,4.611770728,4.305730152,4.53668198,4.375417278,4.536854581,4.610698827,4.975926592,4.781508592,4.651387545
AC090627.1,8.168693011,8.133149481,6.7890785,9.403918184,8.572993364,7.871478253,8.144184078,8.628976655,9.577106232,7.031886675
AC091133.1,7.032000345,6.722806113,7.255510704,6.999307305,6.751472877,6.502927731,6.151911144,6.84573507,6.895271428,6.550803846
AC091633.3,3.715184863,3.315256163,3.572864682,3.708087704,3.625077133,3.458855851,3.492170439,3.511084983,3.630364737,3.711141028
AC092155.4,3.548483068,3.500832242,3.600302752,3.5453643,3.581043865,3.466602386,3.590943244,3.676551019,3.578254957,3.500095931
AC092192.1,6.272356382,6.072278608,6.117500455,6.561631132,6.044385291,5.821312782,6.3152059,6.26420137,6.690523859,6.225111107
AC092620.2,5.758876337,5.774733104,8.46411682,7.096758756,7.129008514,6.480681969,7.159155404,8.184314516,6.198629359,6.744395339
AC092660.1,3.797083459,3.950193849,3.844556853,3.817008391,4.103733053,3.769909499,3.696872705,3.776635603,3.793862453,3.748926132
AC092667.2,5.13178011,6.495142117,6.282025857,5.325110655,4.763901479,6.133736123,6.896166086,5.098319115,5.208437116,5.056372526
AC099684.1,5.016824465,5.176028383,4.843575183,4.656098212,4.955913611,4.980429671,4.999574433,4.988786032,4.581628274,4.985080122
AC099850.1,3.899229605,4.207852352,3.988366088,4.553414281,4.161583497,4.821751133,4.576223425,4.466087001,4.3959072,4.62410501
AC100830.4,6.659782941,6.230280985,7.576683261,6.488012509,6.619151038,6.481796707,6.722826817,6.628472528,6.809406752,6.486038337
AC104537.2,4.290668865,5.062800814,5.160771108,4.820775818,4.737206944,5.294733654,5.43956193,4.77661768,4.809649487,4.805617405
AC104667.3,5.72509818,5.944727959,5.347605464,5.66323954,5.601036893,5.700323302,5.529102373,5.888219906,5.677438321,5.692971988
AC106801.1,4.159830773,4.221228325,4.626424106,4.249539874,4.373953881,4.08226239,4.431858612,4.093415172,4.121905302,4.346160614
AC108056.1,3.69341215,3.574355169,3.889050571,3.714788222,3.670983194,3.657224834,3.883923024,3.721198543,3.678018559,3.681052863
AC112198.1,5.51968219,5.823161042,5.487527087,5.619991187,5.641829591,5.551733005,5.676455243,5.619991187,5.744567158,5.663948933
AC114730.11,4.871699873,4.620906135,4.550800625,4.047110371,3.92524298,4.679963956,4.383293254,4.056468222,4.356080895,4.421320066
AC114752.3,5.176852969,5.007461025,5.175159118,5.183649298,5.086188343,5.276876573,5.200813881,5.26195348,5.041873096,5.236130888
AC124997.1,3.201905955,3.204085551,3.179729785,3.281438898,3.077380577,3.184382977,3.265855007,3.175839479,3.306645622,3.276169145
AC128677.4,9.049130531,11.12310799,9.834262275,9.464792576,9.326513866,10.50037743,11.0218721,8.121133027,9.261862742,9.931603912
AC136289.1,4.318097108,4.263031959,3.878459636,4.283019497,4.333136489,4.424797333,4.43864109,4.174962901,4.427458672,4.32131345
AC139100.2,5.789569547,5.428617105,5.525395118,5.895495903,6.381717385,5.749742128,5.518500586,6.034385706,5.761217384,5.700082114
AC139100.3,4.975926592,5.19796982,4.88988314,4.864589285,4.649475672,4.714147518,4.922296074,4.853816624,4.889619588,5.395344644
AC141928.1,5.532658638,5.61750349,5.611978815,5.68197271,5.636073111,5.583074709,5.587292419,5.602611556,5.744655011,5.446005135
AC144652.1,6.546126839,6.72193532,6.517158126,6.769149265,6.607347368,6.986241689,6.426278641,6.507453316,6.485910038,6.804449591
AC145343.2,5.793902316,5.794205553,5.781461433,5.933561288,5.885624969,5.811558706,5.574540854,5.532959032,5.99716879,5.856239199
ACAA1,9.264438801,9.140711598,9.501934027,9.308536296,9.455246284,9.092559088,9.16388352,9.379968899,9.083122073,9.449211359
ACAA2,8.129780734,7.581075145,7.296696568,7.423569125,7.360903463,7.964073899,7.38407269,7.423458367,7.414578647,7.631961281
ACACA,7.560763527,7.647160123,7.909242925,7.436545976,7.570866943,7.545459042,7.501270111,7.771715345,7.468043514,7.367413221
ACACB,6.767149634,6.700615179,7.169587615,7.298994342,7.290046073,6.75576168,6.876604697,7.320597565,7.144631059,6.655185284
ACAD10,6.255296383,6.199397673,5.815021184,6.068517916,6.362767509,6.098766175,6.168240269,5.954965769,6.371332662,6.344826896
ACAD11,8.913868869,8.986185875,9.061022482,9.470756171,9.13971659,8.774636249,9.031786013,9.239489258,9.075256988,8.820759842
ACAD8,7.418648737,6.905131808,6.555005552,7.40035754,7.306166155,7.213064189,7.118198578,7.307163306,7.174838972,7.039731311
ACAD9,7.240976668,7.034262101,7.460270417,7.204447123,7.226994442,7.421546215,7.160887027,7.428630123,7.052903534,7.272423165
ACADL,3.970479551,3.974570854,3.997547635,3.982782459,4.007815619,4.040691147,4.037687764,4.089435278,3.923368095,4.050436538
ACADM,7.169625442,7.284703,7.286309475,7.144219026,6.584280611,7.321756142,7.407012131,7.266615439,7.127162175,7.187399071
ACADS,7.587200944,7.47005114,7.458372842,7.421605008,7.490817856,7.416220324,7.366858129,7.338923681,7.46859051,7.431498287
ACADSB,7.015551456,7.039424901,6.944165719,7.036030549,6.829383097,7.047706248,6.806616135,6.918701045,6.886035627,6.880648332
ACADVL,9.832566609,9.706218504,9.516575097,9.545841403,9.826621078,9.5202961,9.623340545,9.387593475,9.523014893,9.732653302
ACAN,5.759316456,5.851526973,5.586099996,5.620911278,5.859421889,5.667462945,5.786928619,5.633875568,5.733157048,5.766790045
ACAP1,7.802579851,7.572236548,7.453518966,8.008962168,7.604104412,7.870365412,7.60619499,7.628606459,7.976101201,7.384107293
ACAP2,10.23601716,10.15442254,10.59776007,10.26116557,10.32528147,10.25071978,10.43138085,10.55417565,10.14943997,10.44704621
ACAP3,5.911109772,5.818925217,5.859159971,5.613538607,5.975427191,5.739188297,5.705031403,5.557281669,5.882882111,5.945281234
ACAT1,7.716165963,7.798639541,7.36574865,8.325465265,7.944208834,7.532527403,8.04233029,7.93595074,8.438800727,7.333351388
ACAT2,8.556525776,8.665634134,8.33520665,8.005043688,8.206179021,8.715149874,8.221010543,7.887613858,8.133394814,8.223922096
ACBD3,8.102959377,8.418104886,8.303872673,7.930657237,8.041756043,8.453122828,8.398264415,7.964814533,8.111894931,8.226816765
ACBD4,6.830199016,7.221834249,6.839631731,7.016088495,6.980138063,6.862818749,6.999677439,6.927235357,7.207858482,6.937920763
ACBD5,8.881436918,8.399190503,8.282294118,8.043944509,8.349515827,8.841138837,8.002241324,8.3699607,8.250902603,8.645221854
ACBD6,8.8989526,8.823911675,8.593159737,8.633613871,8.76956204,8.681514698,8.732755986,8.585903764,8.989225511,8.633613871
ACCS,7.680309544,7.817021287,7.237622108,8.06936119,7.65784774,7.457019138,7.776698322,7.831901704,7.99647634,7.768061002
ACD,8.115343791,8.461933553,8.218172624,7.906519914,7.921165047,8.496296136,7.80670313,7.877377324,8.080935296,8.254812345
ACE,4.974213383,5.064936596,5.10177365,4.987010514,5.075028353,4.999596234,5.194334361,4.773603082,4.974205966,5.084838039
ACE2,3.755886996,3.758548755,3.757669722,3.681764656,3.752103069,3.732407967,3.688298828,4.141242538,3.77689152,3.680375495
ACER1,4.686359114,4.877103409,4.86928711,4.936974631,4.987795367,4.655812655,4.90077236,4.721880499,5.040192186,4.886368598
ACER3,7.102769635,7.044547864,6.70718054,6.047116542,7.382793351,6.659166258,6.517375957,6.488782984,6.729065083,7.481374125
ACHE,5.324418215,5.35235439,5.241707244,5.338744447,5.278503491,5.336639242,5.365650327,5.299559324,5.30124336,5.293366277
ACIN1,8.917929479,8.976049338,8.455423145,9.066190256,8.781339922,8.966050305,8.880718835,8.539001334,8.979369817,9.013469021
ACKR1,4.429653585,4.861654367,4.434514652,4.536621396,4.613342585,4.623188264,4.694448469,4.484856056,4.639941091,4.571228067
ACKR2,5.267657727,5.165984167,5.161497565,5.155265185,5.317375672,5.154789925,5.250008692,5.324480852,5.161346331,5.125368818
ACKR3,5.756014126,5.57412732,5.333147449,5.846271371,5.258240926,5.630128449,5.174150878,5.688154888,5.310262244,5.47402394
ACKR4,4.8600608,4.77282124,4.445711417,5.109542347,4.820168731,4.438411769,4.192588537,4.648997822,5.315382873,4.650769623
ACLY,10.24032886,10.1743335,10.06690525,9.897631467,9.984599858,10.18036715,9.995108409,9.89045551,10.19372833,10.10706103
ACMSD,3.553110218,3.618777818,3.906863687,3.720862237,3.52957746,3.968055202,3.818169627,3.879765648,3.837659633,3.570516224
ACN9,7.070259259,6.949521713,7.121503645,6.779651301,6.445383805,6.896642823,7.061101664,7.281193988,7.000423166,6.822784027
ACO1,6.981121377,7.071220423,7.052154488,6.963064346,6.825284156,6.723589798,6.653620685,7.130085929,6.770517441,6.524665491
ACO2,6.895028513,7.125248779,6.546522185,6.579668096,6.928105935,7.016288074,6.774376093,6.302554235,6.84238408,6.904631824
ACOT1,4.937124154,5.162089946,4.468512595,5.112516809,4.833533754,5.173597583,4.845805488,4.778092761,4.951973651,4.418945156
ACOT11,5.81047247,5.951782998,6.003120234,5.844180634,5.810962524,5.830054675,5.803471801,6.011198813,5.678379069,5.866837314
ACOT12,3.32480777,3.284420793,3.223402347,3.204836634,3.269971299,3.241400547,3.246717598,3.284139231,3.26413458,3.177395691
ACOT13,10.10628521,10.13008257,9.83700921,9.802880208,9.93485194,9.913044528,9.989327518,9.972691008,9.947695787,9.864056775
ACOT4,4.987236701,4.148901179,3.857683019,4.223221133,3.671797638,4.862625217,3.643253996,3.900396589,4.129577322,4.216492408
ACOT6,4.295818649,4.413745667,4.478888558,4.492960124,4.391000576,4.423558332,4.32131345,4.369140217,4.32005351,4.390923405
ACOT7,8.427754397,8.686989316,8.303734488,8.154648453,8.177566544,8.447653643,8.349016655,8.007418106,8.204320831,8.452453827
ACOT8,5.777509282,5.878525709,5.881596403,5.420874087,6.174890842,6.023835095,5.444575569,5.702455238,5.619218701,5.748242277
ACOT9,8.927452415,8.917741775,9.397335109,8.661329658,9.08903667,8.788871691,8.62186111,9.278181988,8.656334995,9.237962255
ACOX1,7.168793597,6.964359065,7.439364808,6.969901291,7.166547225,7.082632165,7.252565098,7.232978267,7.035385385,7.208342542
ACOX2,6.002381872,6.129398885,6.07534466,5.802884823,6.276396444,5.875269995,5.874604571,6.195855147,5.914504071,6.035415986
ACOX3,7.219597487,7.533309453,7.282623576,7.194224041,7.178334679,7.105003082,6.974801861,7.231946211,7.11211181,7.226314997
ACOXL,5.025088286,5.036688858,4.881525885,5.070226165,4.785796726,5.21616734,4.965144581,5.212590635,4.911055875,5.199825892
ACP1,9.317527081,9.290358494,8.691449575,9.025527252,9.029839123,9.345947215,9.07568146,8.737877588,9.17199532,9.201234142
ACP2,6.541787236,6.666663775,6.694897352,6.763727288,6.535273993,6.087334868,6.361927624,6.822633629,6.252885957,6.641204598
ACP5,6.874470412,7.165028631,6.829094629,6.693115727,6.614369627,6.711699367,6.835363809,6.233005404,6.850265022,7.072688158
ACP6,5.873919319,5.865699338,6.174876409,6.423915321,5.414524656,5.684044421,5.994224344,6.446958496,5.945464589,5.536455888
ACPP,6.684016311,5.348162384,7.279686759,5.823744539,7.203068197,5.647931538,5.989937577,6.652751893,6.162848897,7.489247775
ACPT,7.042658531,7.256931742,6.851213381,7.096028205,7.322913124,7.122858535,7.236287849,7.078239751,7.215493036,7.175140837
ACR,5.725133166,5.646408614,5.589930207,5.570881528,5.722005908,5.66572239,5.622075441,5.657313499,5.426441288,5.618298766
ACRBP,6.352940115,6.509741266,6.656965476,6.368361841,6.367707373,6.414483991,6.764717916,6.418651206,6.42185855,6.760683952
ACRC,6.740082683,6.186322958,7.182403246,6.921787401,6.343061696,6.485008152,6.474162699,7.322707634,6.670101925,5.874524471
ACRV1,4.921425283,5.069549063,4.923192786,4.815365154,4.954269532,4.899588789,4.76450759,4.866024397,5.122301052,4.879581653
ACSBG1,4.846353391,4.774709739,5.002228518,4.940612371,5.067464898,4.818801357,5.163333197,4.926107807,5.075445516,5.219284362
ACSBG2,4.536130164,5.166659077,4.671776665,5.023506259,4.823913999,5.55575699,4.980263232,5.561266894,4.726610871,4.859684436
ACSF2,7.230416775,7.517818044,7.503592768,7.420978198,7.328975561,7.083511459,7.237403443,7.419793361,7.296496103,7.377408126
ACSF3,7.004195489,6.918011332,6.697084353,7.205841598,7.013524911,6.75545105,6.914658717,6.882429578,7.105752642,6.815628285
ACSL1,9.703292695,9.344364621,11.70610655,10.91038957,10.51469025,10.3607698,11.02251006,11.67046193,9.586444631,10.2528661
ACSL3,9.004864188,8.964913121,9.121472875,8.710933784,8.744534946,8.92706885,8.802095189,9.250002041,8.737187049,8.936135259
ACSL4,7.29585252,7.32048752,8.37130708,7.875226912,7.74838506,7.514193758,7.877426224,8.213680018,7.636224883,7.88654118
ACSL5,9.607382513,9.518852633,9.453965672,9.414206359,9.301148111,9.569455789,9.429968918,9.163968991,9.422478129,9.520305578
ACSL6,5.186026487,4.680924886,4.725159049,5.641309325,5.291680939,4.914776139,5.094229845,5.387036718,5.712638701,4.703555588
ACSM1,4.844010061,5.264388461,5.063694323,4.819144793,4.954928242,4.723289485,5.115716633,4.621958021,4.748855893,4.965846004
ACSM2A,3.926406474,3.986969392,4.134003579,4.013114242,4.004886635,3.968178806,3.938432049,4.110002405,3.97855965,3.964752404
ACSM2B,3.459277174,3.397932237,3.533742628,3.559410864,3.486539419,3.589187505,3.459277174,3.568219611,3.45370087,3.410079008
ACSM3,5.805263953,5.449487038,5.354747048,5.53767639,5.365897282,5.354534764,5.293114368,5.198472409,5.47487686,5.302303365
ACSM5,4.989181727,5.017422388,5.15205904,4.91545258,5.116527772,5.081561142,5.091625837,5.06817864,4.970372014,5.029200466
ACSS1,6.59956984,6.755967579,6.265003037,6.435783869,6.454995851,6.720929337,6.612227682,6.262670914,6.517627874,6.550082016
ACSS2,7.484789736,7.265032369,7.649380285,7.371753881,7.652869911,6.985884506,7.36539585,7.709917012,7.309894751,7.791549927
ACSS3,3.62267801,3.653792499,3.895329393,3.682041953,3.69508296,3.837677541,3.600642686,3.800215746,3.539241398,3.764231268
ACTA1,4.377055385,4.716938071,4.517808847,4.234658362,4.361186967,4.189648206,4.482563721,4.297329049,4.613655966,4.508811385
ACTA2,6.382768122,6.191210338,5.727466369,6.429997285,6.141539637,5.749391562,5.982388812,6.022783481,6.569977936,5.807153909
ACTA2-AS1,5.370139307,5.145222255,4.919826988,5.102421098,5.197128144,5.206005918,5.224798229,5.185735843,5.18195352,5.097311203
ACTB,13.35683851,13.29180426,13.1438467,13.12319738,13.28887339,13.3414861,13.20401652,13.13526979,13.28364698,13.35268499
ACTBP9,7.952992384,7.903152646,7.781277548,7.665409582,7.9320595,8.123884548,7.829131535,7.690842264,7.899970806,8.096563824
ACTC1,4.729525601,4.806713012,4.984550851,4.733689812,4.762858989,4.765506555,5.00348354,4.63335356,4.566571207,4.863664518
ACTG1P4,7.899346103,7.817657639,8.15094012,8.858955647,8.314017891,7.701752572,8.14276197,8.675540931,8.731497964,7.686007576
ACTG2,5.330776676,5.472079317,5.086763275,5.235664934,5.380801769,5.383790828,5.341426497,5.327344738,5.399123458,5.410910081
ACTL10,6.781995284,6.700321941,6.805729062,6.852979559,6.819907113,6.954059778,6.986144003,6.893681742,6.824771684,6.859504033
ACTL6A,7.554026616,7.306400107,7.938561337,7.948422003,7.213064189,7.707093703,7.364173711,8.033170874,7.36753428,7.684015244
ACTL6B,5.926270312,6.120066524,5.976598896,5.916630476,6.113624348,5.911111541,6.008810331,5.944256999,5.934403633,6.074951896
ACTL7A,5.103689693,5.239343727,5.242221048,5.153650379,5.063455007,4.970484517,5.099485014,4.979680893,5.192841687,5.144435575
ACTL7B,6.079658364,6.238168959,5.978089895,6.020921668,6.21928762,6.145044426,6.279764251,6.035672779,6.216327135,6.164352326
ACTL8,5.256131225,5.536109808,5.744057211,5.447983377,5.293277298,5.238602039,5.33871497,5.438477178,5.371745462,5.326414107
ACTL9,3.820446181,3.789827872,3.580419196,3.714618607,3.829833434,3.804115758,3.822709635,3.736145285,3.942220884,3.883088324
ACTN1,8.417653971,8.363551237,9.069815619,8.944345734,8.722090446,8.5962892,8.911620275,8.996337435,8.57160363,8.60470984
ACTN2,4.263567789,4.340742917,4.37495761,4.338643602,4.340224806,4.350553714,4.332177485,4.419466155,4.262485438,4.308755908
ACTN3,5.936617796,6.062670705,6.516493863,6.104968989,6.086502805,6.067609525,6.087334868,6.363049566,5.812187615,6.067281332
ACTN4,9.962578142,9.719025192,9.503658324,9.462257836,9.559544569,10.12691955,9.583914591,9.307817672,9.297043007,9.979350405
ACTR10,9.537846725,9.314359973,9.638037685,9.531080929,9.457858721,9.542987075,9.645726062,9.641416147,9.474867905,9.391417341
ACTR1A,9.570973832,9.564097598,9.286836721,8.838110063,9.173580269,9.528058856,9.258032797,9.064361686,9.272264691,9.450191769
ACTR1B,8.413709727,8.37300012,7.683842983,8.246254892,8.153406579,8.327880144,7.904551719,7.932518554,8.106541391,8.223637239
ACTR2,10.14584761,10.00457623,10.17112338,9.863112409,10.26101857,10.11582031,10.20752251,9.914153169,10.11603343,10.29612924
ACTR3,10.59751027,10.45994971,10.9396628,10.79142547,10.59887425,10.68685255,10.76019484,11.08301521,10.64759962,10.53690593
ACTR3B,6.487530246,6.633587674,6.780464507,6.465368247,6.4485688,7.00412046,6.750988712,6.865582337,6.55748325,6.774789646
ACTR3BP2,4.389867005,4.482776024,4.415805688,4.646165798,4.641759402,4.429916555,4.53672182,4.428843865,4.546510406,4.555024164
ACTR3C,4.611986819,4.786853936,4.317814657,4.810839984,4.591309708,4.444226459,4.584690608,4.951775706,4.621791154,4.525082958
ACTR3P2,3.372568054,3.284847786,3.314647446,3.332879048,3.459340742,3.5015194,3.325607692,3.343850273,3.464640989,3.610484396
ACTR5,7.946400646,7.931588761,7.647957959,7.937341444,7.813819074,7.867900531,7.928029031,7.6755591,8.047473931,7.827853877
ACTR6,6.910695693,6.866577985,6.892701975,7.102853928,6.765959554,6.738906336,6.76029944,6.928437339,6.731605368,6.631092321
ACTR8,7.493911821,7.250993205,7.256271157,6.857878571,7.015764823,7.368091338,6.766014308,6.984051413,6.864576939,7.35284717
ACTRT2,4.810989199,4.757484515,4.525758287,4.419472425,4.732102489,4.847543012,4.836154672,4.72619229,4.514515714,4.676833248
ACTRT3,4.608570366,4.865883186,5.490250492,5.009650508,4.688870035,4.436483071,4.696773658,4.449046959,4.557040681,4.599074548
ACVR1,7.007838536,7.030161873,6.776533465,7.179421404,7.151820432,6.16680359,6.321094059,7.12779818,7.090701617,6.983976685
ACVR1B,6.380792014,6.27798661,6.120883309,6.13844532,6.435013399,6.372405602,5.985328803,6.314090703,6.21947169,6.458078906
