,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10
LUZP1,0.107980148,0.080278281,0.088949004,0.099367584,0.100358488,0.107980148,0.080278281,0.088949004,0.099367584,0.102765674
RP5-1057J7.6,0.011732823,0.009283301,0.008596242,0.008665474,0,0.011732823,0.009283301,0.008596242,0.008665474,0
HNRNPR,1.039706446,0.75932458,1.006854306,1.111504286,0.904142984,1.039706446,0.75932458,1.006854306,1.111504286,0.952515361
ZNF436,0,0.008249077,0.002567106,0.008213438,0.003436536,0,0.008249077,0.002567106,0.008213438,0
C1orf213,0.005572321,0.016313638,0.013100577,0.013206085,0.017537492,0.005572321,0.016313638,0.013100577,0.013206085,0.015023486
TCEA3,0.236550372,0.102356762,0.106255934,0.124558325,0.131401307,0.236550372,0.102356762,0.106255934,0.124558325,0.11801107
E2F2,0.047527642,0.070806183,0.060882473,0.048081827,0.080898184,0.047527642,0.070806183,0.060882473,0.048081827,0.058156186
ID3,0.372352989,0.171096701,0.408370424,0.225947076,0.25633807,0.372352989,0.171096701,0.408370424,0.225947076,0.228843236
MDS2,0.169153555,0.030627359,0.074697376,0.062624268,0.075352868,0.169153555,0.030627359,0.074697376,0.062624268,0.079382192
RPL11,87.11490153,72.81435932,82.00638254,75.15805,75.28011097,87.11490153,72.81435932,82.00638254,75.15805,77.5104865
TCEB3,0.103999977,0.079695562,0.118850067,0.107251868,0.126768222,0.103999977,0.079695562,0.118850067,0.107251868,0.144384965
RP5-886K2.3,0.048728366,0.042907573,0.040720949,0.062941585,0.075750966,0.048728366,0.042907573,0.040720949,0.062941585,0.035978918
PITHD1,0.872601523,0.734176627,0.877343693,0.866580595,0.899665599,0.872601523,0.734176627,0.877343693,0.866580595,0.831679525
LYPLA2,0.424424093,0.383425838,0.426798042,0.444628416,0.459384327,0.424424093,0.383425838,0.426798042,0.444628416,0.399443636
GALE,0.065001544,0.050207219,0.045874356,0.060419906,0.074104507,0.065001544,0.050207219,0.045874356,0.060419906,0.043391759
HMGCL,0.438762543,0.420720513,0.513166451,0.455088386,0.575606124,0.438762543,0.420720513,0.513166451,0.455088386,0.450672195
FUCA1,0.139306349,0.242848198,0.196192153,0.169000531,0.183543301,0.139306349,0.242848198,0.196192153,0.169000531,0.165903245
CNR2,0.033155809,0.037464192,0.128351642,0.08107007,0.099369054,0.033155809,0.037464192,0.128351642,0.08107007,0.043700822
PNRC2,0.230993081,0.173511896,0.209977879,0.214548713,0.201308763,0.230993081,0.173511896,0.209977879,0.214548713,0.206921923
SRSF10,0.208269486,0.155898271,0.21478926,0.226066423,0.130670678,0.208269486,0.155898271,0.21478926,0.226066423,0.189885834
IFNLR1,0.01509479,0.011683252,0.025108531,0.02019546,0.010822897,0.01509479,0.011683252,0.025108531,0.02019546,0.01777933
STPG1,0.024399425,0.017917994,0.030752718,0.058952459,0.025504687,0.024399425,0.017917994,0.030752718,0.058952459,0.027344807
NIPAL3,0.350479346,0.165583771,0.261881219,0.269621133,0.275805727,0.350479346,0.165583771,0.261881219,0.269621133,0.247416249
RCAN3,0.606707723,0.237639111,0.312402999,0.288232051,0.280856374,0.606707723,0.237639111,0.312402999,0.288232051,0.491713551
RP4-594I10.3,0.027752971,0.004997539,0.014359714,0.005936674,0.007883818,0.027752971,0.004997539,0.014359714,0.005936674,0
SRRM1,0.936500199,0.873722909,0.916916897,1.055011931,0.852246689,0.936500199,0.873722909,0.916916897,1.055011931,0.912426804
CLIC4,0.033528164,0.086600159,0.150032082,0.075609085,0.095415183,0.033528164,0.086600159,0.150032082,0.075609085,0.08879657
RUNX3,0.33189389,0.322887469,0.320758623,0.54926047,0.441320544,0.33189389,0.322887469,0.320758623,0.54926047,0.408813583
SYF2,1.923042867,2.091187166,2.265009747,2.097973265,2.365596055,1.923042867,2.091187166,2.265009747,2.097973265,1.980360691
C1orf63,1.064495904,0.86043328,1.225684301,1.125261769,1.143689967,1.064495904,0.86043328,1.225684301,1.125261769,1.092060457
RP3-465N24.6,0.003357958,0.010582508,0.013826631,0.006092973,0.008091381,0.003357958,0.010582508,0.013826631,0.006092973,0.006081723
TMEM50A,1.497787035,1.536741241,1.453090516,2.084880376,1.226934247,1.497787035,1.536741241,1.453090516,2.084880376,1.138696847
TMEM57,0.152970686,0.124360579,0.16753714,0.119147857,0.080554916,0.152970686,0.124360579,0.16753714,0.119147857,0.123437053
LDLRAP1,0.667637524,0.255870092,0.293150667,0.405514067,0.372948119,0.667637524,0.255870092,0.293150667,0.405514067,0.385863398
RP11-70P17.1,0.055633053,0.02984338,0.035168297,0.058177891,0.031912546,0.055633053,0.02984338,0.035168297,0.058177891,0.032863961
MAN1C1,0.050513256,0.010649797,0.012550028,0.012651102,0.016800483,0.050513256,0.010649797,0.012550028,0.012651102,0.026538198
RP1-187B23.1,0.047636554,0.023122355,0.010318974,0.013225558,0.017563353,0.047636554,0.023122355,0.010318974,0.013225558,0.028672848
SEPN1,0.056014457,0.065678517,0.031043265,0.049201304,0.056542469,0.056014457,0.065678517,0.031043265,0.049201304,0.04878031
RP1-317E23.3,0.0030012,0.003391187,0.003996272,0.016480051,0.005349733,0.0030012,0.003391187,0.003996272,0.016480051,0.012775898
MTFR1L,0.171171076,0.289185206,0.214978522,0.207868884,0.226567435,0.171171076,0.289185206,0.214978522,0.207868884,0.218093517
AL020996.1,0.005221932,0.009186163,0.010825239,0.010912422,0.01449154,0.005221932,0.009186163,0.010825239,0.010912422,0.008459682
PAQR7,0.009650915,0.010904989,0.004444452,0.004480247,0.005949704,0.009650915,0.010904989,0.004444452,0.004480247,0.00347324
STMN1,0.348606921,0.250147556,0.42264909,0.583082611,0.26963274,0.348606921,0.250147556,0.42264909,0.583082611,0.360272128
PAFAH2,0.047074342,0.055042032,0.053218627,0.085630958,0.062917121,0.047074342,0.055042032,0.053218627,0.085630958,0.05554642
PDIK1L,0.068133755,0.044280878,0.283667152,0.053802657,0.024862152,0.068133755,0.044280878,0.283667152,0.053802657,0.059969286
ZNF593,0.249711518,0.375387927,0.280907976,0.31733225,0.362441971,0.249711518,0.375387927,0.280907976,0.31733225,0.285778599
CNKSR1,0.007838982,0,0,0,0,0.007838982,0,0,0,0
CEP85,0.022806833,0.023446722,0.02703475,0.019569528,0.029895234,0.022806833,0.023446722,0.02703475,0.019569528,0.024679535
SH3BGRL3,13.40658119,20.44984672,13.44653101,16.51886076,16.62160429,13.40658119,20.44984672,13.44653101,16.51886076,16.48851508
UBXN11,0.355358821,0.623650962,0.298799074,0.30138808,0.345817379,0.355358821,0.623650962,0.298799074,0.30138808,0.444187454
CD52,17.47672808,16.34996539,19.5050285,17.05100224,17.44876068,17.47672808,16.34996539,19.5050285,17.05100224,18.04590072
AIM1L,0.026506143,0.00531488,0.006263208,0.018266293,0.024257377,0.026506143,0.00531488,0.006263208,0.018266293,0.004894557
ZNF683,0.061057027,0.036486969,0.045674869,0.118270415,0.039506985,0.061057027,0.036486969,0.045674869,0.118270415,0.078846217
DHDDS,0.058261926,0.078252273,0.102559317,0.058800471,0.075731069,0.058261926,0.078252273,0.102559317,0.058800471,0.069623802
HMGN2,0.400306292,0.502871151,0.404882924,0.416467905,0.436536726,0.400306292,0.502871151,0.404882924,0.416467905,0.42536149
RPS6KA1,0.359814379,0.381415617,0.389338774,0.451333045,0.453564048,0.359814379,0.381415617,0.389338774,0.451333045,0.410440438
ARID1A,0.316427155,0.367952655,0.340982619,0.329557958,0.38029267,0.316427155,0.367952655,0.340982619,0.329557958,0.272829259
PIGV,0.086837785,0.064338157,0.049671304,0.058936666,0.048004845,0.086837785,0.064338157,0.049671304,0.058936666,0.04936128
ZDHHC18,0.075139258,0.075642535,0.063518434,0.097443735,0.111647358,0.075139258,0.075642535,0.063518434,0.097443735,0.073311512
GPN2,0.124639181,0.158970538,0.186282289,0.184683716,0.159954965,0.124639181,0.158970538,0.186282289,0.184683716,0.150137719
GPATCH3,0.085487545,0.077072781,0.091506644,0.058850194,0.053224464,0.085487545,0.077072781,0.091506644,0.058850194,0.060757823
NUDC,1.032705497,0.900295065,1.008326272,1.10149652,0.989723041,1.032705497,0.900295065,1.008326272,1.10149652,0.929802718
C1orf172,0.021293332,0.004602621,0.014342534,0.005467543,0.00726082,0.021293332,0.004602621,0.014342534,0.005467543,0.01259613
TRNP1,0.00526142,0.008635449,0.007005885,0.007062309,0.009378645,0.00526142,0.008635449,0.007005885,0.007062309,0.005474943
SLC9A1,0.034577946,0.05516734,0.039571778,0.026420475,0.03261247,0.034577946,0.05516734,0.039571778,0.026420475,0.043424218
WDTC1,0.088244559,0.113023605,0.106917441,0.083423051,0.112927855,0.088244559,0.113023605,0.106917441,0.083423051,0.101947314
TMEM222,0.319102069,0.259996646,0.29301935,0.283535025,0.20672537,0.319102069,0.259996646,0.29301935,0.283535025,0.329280936
SYTL1,0.923896807,0.644116714,0.834408344,0.94742974,0.990501262,0.923896807,0.644116714,0.834408344,0.94742974,0.837579351
MAP3K6,0.076663776,0.058001108,0.037618785,0.098259383,0.049129469,0.076663776,0.058001108,0.037618785,0.098259383,0.08111022
WASF2,0.907142181,1.143141116,0.995419569,0.905184614,1.120202229,0.907142181,1.143141116,0.995419569,0.905184614,0.926507518
RP1-159A19.4,0.013396978,0.002849794,0.00335828,0.003385326,0.019225972,0.013396978,0.002849794,0.00335828,0.003385326,0.011223486
AHDC1,0.03105666,0.046470494,0.054727485,0.040515984,0.012093156,0.03105666,0.046470494,0.054727485,0.040515984,0.042464089
FGR,1.066432694,2.465310474,1.685061825,1.608892742,2.423419243,1.066432694,2.465310474,1.685061825,1.608892742,1.825609069
IFI6,3.514485068,6.579066274,3.186747661,3.541761735,4.39656457,3.514485068,6.579066274,3.186747661,3.541761735,4.022219571
FAM76A,0.049490214,0.013770451,0.043804522,0.045849105,0.020574513,0.049490214,0.013770451,0.043804522,0.045849105,0.064108512
STX12,0.317647235,0.398311068,0.350200999,0.348961393,0.351122978,0.317647235,0.398311068,0.350200999,0.348961393,0.387931054
PPP1R8,0.296063403,0.189949856,0.301644201,0.382860053,0.384340435,0.296063403,0.189949856,0.301644201,0.382860053,0.335328728
THEMIS2,0.448663773,1.073395569,0.501585956,0.550476513,0.796654618,0.448663773,1.073395569,0.501585956,0.550476513,0.702951947
RPA2,1.10055211,0.552757838,0.775805187,1.008076583,0.708219028,1.10055211,0.552757838,0.775805187,1.008076583,0.850226272
XKR8,0.10863389,0.110453261,0.119055699,0.136201129,0.156809197,0.10863389,0.110453261,0.119055699,0.136201129,0.107211271
EYA3,0.042296076,0.051168605,0.068886443,0.06457398,0.073672778,0.042296076,0.051168605,0.068886443,0.06457398,0.038560961
PTAFR,0.067206053,0.35105499,0.197543908,0.195394522,0.306656262,0.067206053,0.35105499,0.197543908,0.195394522,0.170109393
DNAJC8,1.077905615,0.951094269,1.150574366,1.044245957,1.070020064,1.077905615,0.951094269,1.150574366,1.044245957,0.939277079
AL353354.2,0.028837827,0.013347761,0.01374282,0.008194639,0,0.028837827,0.013347761,0.01374282,0.008194639,0.010697436
ATPIF1,1.896994103,1.500576299,1.750611624,1.862615925,1.639679972,1.896994103,1.500576299,1.750611624,1.862615925,1.840204223
RP5-1092A3.4,0.042973572,0.030067504,0.064658464,0.015863966,0.02106712,0.042973572,0.030067504,0.064658464,0.015863966,0.027492805
SESN2,0.033533193,0.051729933,0.035378115,0.049644379,0.049520654,0.033533193,0.051729933,0.035378115,0.049644379,0.031057855
MED18,0.025610605,0.035052692,0.048711467,0.025163359,0.03418081,0.025610605,0.035052692,0.048711467,0.025163359,0.038419964
PHACTR4,0.39045633,0.37853696,0.398212759,0.435685196,0.186684528,0.39045633,0.37853696,0.398212759,0.435685196,0.376309254
RCC1,0.096854252,0.078125395,0.11582966,0.068690986,0.074689098,0.096854252,0.078125395,0.11582966,0.068690986,0.073613954
TRNAU1AP,0.191990008,0.152073915,0.139906418,0.232355859,0.171567755,0.191990008,0.152073915,0.139906418,0.232355859,0.235154462
SNHG12,0.311325937,0.155009916,0.223975141,0.186532016,0.172617767,0.311325937,0.155009916,0.223975141,0.186532016,0.267499469
TAF12,0.820549057,0.730020965,0.549048174,0.765581261,0.738494329,0.820549057,0.730020965,0.549048174,0.765581261,0.669431161
RP11-442N24__B.1,0.003909304,0.005739097,0,0,0,0.003909304,0.005739097,0,0,0.002734777
RNU11,0.003909304,0.002769469,0,0.005690046,0,0.003909304,0.002769469,0,0.005690046,0
GMEB1,0.126017639,0.118317484,0.121542731,0.141674354,0.17676873,0.126017639,0.118317484,0.121542731,0.141674354,0.106521033
YTHDF2,0.70810231,0.473817076,0.598426785,0.706047291,0.397419781,0.70810231,0.473817076,0.598426785,0.706047291,0.690988541
EPB41,0.343570363,0.208882907,0.248015033,0.27182182,0.170692614,0.343570363,0.208882907,0.248015033,0.27182182,0.314022294
TMEM200B,0,0,0.007060222,0,0,0,0,0.007060222,0,0.005517406
SRSF4,0.688289634,0.685724478,0.631506129,0.658159615,0.61920182,0.688289634,0.685724478,0.631506129,0.658159615,0.661166912
MECR,0.059602021,0.08219381,0.13146406,0.066984967,0.087750259,0.059602021,0.08219381,0.13146406,0.066984967,0.101181828
MATN1,0.004950495,0.003934344,0,0,0,0.004950495,0.003934344,0,0,0.003623199
MATN1-AS1,0.058276066,0.005192755,0.046520992,0.04122138,0.039645942,0.058276066,0.005192755,0.046520992,0.04122138,0.025338034
LAPTM5,8.014158758,9.15219805,11.97656187,8.977833087,9.854445301,8.014158758,9.15219805,11.97656187,8.977833087,9.77920224
PUM1,0.212790374,0.291173188,0.126399277,0.157898643,0.15074052,0.212790374,0.291173188,0.126399277,0.157898643,0.214340043
SNRNP40,0.4957463,0.378335613,0.469781369,0.558766228,0.443594948,0.4957463,0.378335613,0.469781369,0.558766228,0.443846322
ZCCHC17,0.359360078,0.314069261,0.347035411,0.377512534,0.396468088,0.359360078,0.314069261,0.347035411,0.377512534,0.323810794
SERINC2,0.02176257,0.065807805,0.026868374,0.027084763,0.031614479,0.02176257,0.065807805,0.026868374,0.027084763,0.025790349
PEF1,0.368895681,0.388225244,0.510387779,0.434780626,0.42655333,0.368895681,0.388225244,0.510387779,0.434780626,0.45862194
SPOCD1,0,0,0,0,0,0,0,0,0,0
PTP4A2,1.199132569,1.422178483,1.374400384,1.59856848,1.581896295,1.199132569,1.422178483,1.374400384,1.59856848,1.48319792
KHDRBS1,1.240373808,1.119894557,1.00290926,1.230596051,1.091221196,1.240373808,1.119894557,1.00290926,1.230596051,1.213036858
TMEM39B,0.126795611,0.129627964,0.100088295,0.073201759,0.099146152,0.126795611,0.129627964,0.100088295,0.073201759,0.099815672
KPNA6,0.220647394,0.208067079,0.210372462,0.146736137,0.194115471,0.220647394,0.208067079,0.210372462,0.146736137,0.191287727
TXLNA,0.039676725,0.070967505,0.044766765,0.058284417,0.058993841,0.039676725,0.070967505,0.044766765,0.058284417,0.052885658
CCDC28B,0.175927577,0.17044066,0.162654405,0.154270452,0.137102218,0.175927577,0.17044066,0.162654405,0.154270452,0.145239095
TMEM234,0.116828192,0.139211737,0.099343071,0.13446464,0.165793921,0.116828192,0.139211737,0.099343071,0.13446464,0.129081593
EIF3I,1.624698448,1.508484191,1.767948504,1.564961236,1.611951863,1.624698448,1.508484191,1.767948504,1.564961236,1.576269352
FAM167B,0.003688676,0,0,0,0,0.003688676,0,0,0,0
LCK,2.765052115,1.257834838,1.461150752,2.733676425,1.721606127,2.765052115,1.257834838,1.461150752,2.733676425,1.93336812
HDAC1,1.064114525,0.909223852,1.090031096,1.158470446,1.133368757,1.064114525,0.909223852,1.090031096,1.158470446,0.88834723
MARCKSL1,1.243831803,1.558769722,1.626528832,1.312069945,1.755668112,1.243831803,1.558769722,1.626528832,1.312069945,1.16749684
FAM229A,0.029524581,0.038266572,0.027765466,0.036290144,0.0371691,0.029524581,0.038266572,0.027765466,0.036290144,0.03273567
BSDC1,0.391561015,0.316195779,0.527337236,0.455796727,0.518568623,0.391561015,0.316195779,0.527337236,0.455796727,0.400417484
ZBTB8A,0.003032141,0,0,0,0,0.003032141,0,0,0,0.003155193
ZBTB8OS,0.40856563,0.374000283,0.431873422,0.500401037,0.366602735,0.40856563,0.374000283,0.431873422,0.500401037,0.356525483
RBBP4,0.467671417,0.429981998,0.549169708,0.511600313,0.494299257,0.467671417,0.429981998,0.549169708,0.511600313,0.498675397
SYNC,0.027454117,0.041140927,0.051888524,0.051800221,0.039818494,0.027454117,0.041140927,0.051888524,0.051800221,0.06392694
YARS,0.179384258,0.135105434,0.135704412,0.239201399,0.168048613,0.179384258,0.135105434,0.135704412,0.239201399,0.168042725
S100PBP,0.154635573,0.086532156,0.165477653,0.132148368,0.114590371,0.154635573,0.086532156,0.165477653,0.132148368,0.11067145
RNF19B,0.064459225,0.101301579,0.060891723,0.075674915,0.077776101,0.064459225,0.101301579,0.060891723,0.075674915,0.066881051
AK2,0.404463842,0.544088656,0.401939175,0.441294656,0.429662964,0.404463842,0.544088656,0.401939175,0.441294656,0.408622708
ADC,0.033224539,0.020861803,0.018888862,0.025906737,0.017895898,0.033224539,0.020861803,0.018888862,0.025906737,0.01799833
TRIM62,0.023728186,0.026439632,0.040890833,0.042480235,0.051277648,0.023728186,0.026439632,0.040890833,0.042480235,0.035662519
ZNF362,0.064465853,0.028775385,0.025250079,0.055850526,0.063445933,0.064465853,0.028775385,0.025250079,0.055850526,0.072589624
PHC2,0.062387932,0.13742466,0.057790457,0.065246995,0.109128573,0.062387932,0.13742466,0.057790457,0.065246995,0.07954577
SMIM12,0.596614179,0.532588817,0.425708286,0.584976934,0.554920784,0.596614179,0.532588817,0.425708286,0.584976934,0.498812386
DLGAP3,0.030634932,0.010734928,0.007768716,0.009963771,0.003740099,0.030634932,0.010734928,0.007768716,0.009963771,0.015426873
RP11-244H3.4,0.142154561,0.085341325,0.078651423,0.110057652,0.105168878,0.142154561,0.085341325,0.078651423,0.110057652,0.118503636
ZMYM6NB,0.01367615,0.00333809,0.004663951,0.010030143,0.006243542,0.01367615,0.00333809,0.004663951,0.010030143,0.003644773
ZMYM6,0.02901508,0.043121591,0.082997755,0.075730891,0.074439113,0.02901508,0.043121591,0.082997755,0.075730891,0.061168468
ZMYM1,0.017841714,0.009697903,0.047043863,0.04615404,0.042920621,0.017841714,0.009697903,0.047043863,0.04615404,0.061574555
SFPQ,0.756964063,0.753258368,0.770444201,0.768631164,0.754380495,0.756964063,0.753258368,0.770444201,0.768631164,0.757475717
ZMYM4,0.065394365,0.042086425,0.04269786,0.050077855,0.060601385,0.065394365,0.042086425,0.04269786,0.050077855,0.026358391
KIAA0319L,0.171631517,0.26988504,0.154285849,0.196419198,0.177301374,0.171631517,0.26988504,0.154285849,0.196419198,0.193915098
NCDN,0.044759071,0.028895422,0.042725976,0.05943845,0.02875272,0.044759071,0.028895422,0.042725976,0.05943845,0.044654734
RP4-728D4.2,0.112328733,0.136777415,0.101269112,0.160610841,0.127860913,0.112328733,0.136777415,0.101269112,0.160610841,0.126527492
TFAP2E,0,0.011866234,0.013028942,0.013133874,0.017441597,0,0.011866234,0.013028942,0.013133874,0.013378702
PSMB2,0.898010969,1.128922401,0.955153681,1.179613445,1.059768699,0.898010969,1.128922401,0.955153681,1.179613445,1.099708882
C1orf216,0.064186413,0.056483759,0.040554428,0.074416284,0.04613586,0.064186413,0.056483759,0.040554428,0.074416284,0.072997462
CLSPN,0.005344735,0.010969195,0.007116825,0.005664941,0.00881691,0.005344735,0.010969195,0.007116825,0.005664941,0.012448474
AGO4,0.042058103,0.081558747,0.028942711,0.042068684,0.037356458,0.042058103,0.081558747,0.028942711,0.042068684,0.069796897
AGO1,0.07395119,0.085551262,0.090215618,0.114425801,0.1185286,0.07395119,0.085551262,0.090215618,0.114425801,0.105271207
RP4-789D17.5,0.009124664,0.00912666,0.006304725,0.006355501,0.008440015,0.009124664,0.00912666,0.006304725,0.006355501,0
AGO3,0.109959502,0.092017513,0.118932813,0.12994188,0.128281243,0.109959502,0.092017513,0.118932813,0.12994188,0.119631181
